68	53	62	82	26
85	79	37	97	27
30	91	52	16	64
99	14	43	34	72
55	21	27	67	18
59	36	86	80	86
47	53	43	87	43
52	79	84	58	49
44	59	85	15	97
99	48	11	90	34
51	68	92	84	61
84	84	28	52	43
53	93	98	35	63
35	71	26	77	67
76	66	26	23	10
18	28	80	32	69
43	52	57	19	11
17	72	78	65	19
52	63	43	74	91
52	11	75	81	20
31	97	48	73	33
14	83	27	48	67
74	28	34	24	44
18	46	72	26	67
88	20	78	25	86
70	68	45	87	51
66	68	52	23	25
94	92	13	18	33
38	38	11	56	63
66	90	29	77	29
42	89	91	85	67
66	58	100	79	32
55	38	84	100	95
94	68	39	21	41
79	92	59	24	98
14	34	27	41	90
76	19	13	74	44
84	15	84	15	90
49	31	48	98	25
83	98	22	50	40
49	39	59	65	10
55	22	74	10	63
58	32	64	77	60
97	16	73	37	27
42	85	38	62	59
17	43	68	76	86
29	98	60	18	74
22	61	53	18	61
23	49	93	57	79
96	58	22	69	40
12	19	55	17	91
75	46	82	25	74
43	99	94	78	85
53	67	50	86	11
92	19	38	32	85
48	42	93	73	57
64	44	23	93	83
16	28	71	71	51
98	47	21	37	91
80	93	61	69	53
58	100	89	18	56
99	95	45	45	94
31	66	71	10	40
31	77	23	77	65
27	56	43	27	45
14	23	88	42	47
50	71	79	14	69
18	73	80	66	76
23	72	46	31	56
81	70	53	17	51
30	11	30	53	82
41	96	63	24	87
24	50	40	17	33
34	40	88	41	38
98	93	29	51	63
65	61	93	100	18
64	31	84	13	38
49	59	66	80	96
60	84	10	44	98
68	58	97	76	64
44	52	14	36	16
87	95	27	10	90
97	41	11	10	21
93	53	49	37	24
50	30	48	24	27
45	92	11	94	77
98	99	47	60	24
13	39	39	68	51
83	32	34	97	61
36	26	17	93	20
18	39	99	79	99
64	30	76	89	68
32	24	18	47	40
20	61	40	40	55
97	16	57	85	31
43	24	82	42	81
54	25	94	97	60
25	55	38	67	78
70	91	73	21	98
18	71	29	100	10
63	70	49	15	98
49	37	17	83	90
70	13	83	96	96
59	37	72	28	44
19	18	24	95	93
82	85	22	62	85
44	69	65	13	70
55	99	49	82	53
64	44	77	63	49
26	52	61	79	62
10	90	25	66	86
40	52	70	99	28
92	86	69	56	69
50	34	54	21	93
45	54	95	99	50
37	37	37	86	89
26	15	47	72	33
84	21	57	66	86
75	100	28	69	44
77	70	97	72	23
68	56	91	69	88
31	47	85	46	10
86	34	100	46	32
54	87	59	26	46
18	96	20	58	79
96	40	72	43	91
23	17	28	78	14
100	33	65	18	92
30	62	62	12	27
66	35	98	21	35
89	51	36	54	86
28	94	51	84	13
97	82	11	57	12
72	44	72	89	22
82	47	47	87	96
50	24	64	90	71
85	79	32	23	15
33	100	97	80	39
93	34	57	72	10
43	24	90	78	75
23	28	61	79	66
55	24	12	29	37
99	98	92	14	67
80	83	36	63	40
69	96	52	70	17
56	59	53	21	61
90	78	43	63	53
84	67	33	40	27
62	52	43	21	92
39	12	24	22	49
16	47	23	82	18
67	20	83	22	97
80	31	98	85	88
54	61	53	54	92
21	81	49	70	32
39	94	75	66	52
39	35	68	94	84
29	83	97	34	48
73	71	61	78	62
49	11	20	69	99
100	34	57	31	68
44	90	56	37	95
83	13	81	96	62
18	61	70	58	59
75	17	98	75	81
83	36	73	86	71
89	39	16	15	10
61	14	20	45	33
55	48	27	22	17
29	16	31	66	60
87	16	75	80	35
11	52	91	68	16
89	85	99	92	92
28	38	42	11	81
29	85	12	52	23
43	93	18	79	18
86	36	25	24	27
49	48	95	43	15
32	30	73	59	76
77	82	98	48	30
91	47	64	16	11
98	42	80	29	63
44	32	90	70	75
98	100	93	58	23
61	23	39	88	76
18	67	77	31	91
12	64	73	39	42
56	68	30	12	68
55	67	38	58	97
74	30	87	48	85
88	79	96	32	38
11	77	96	78	63
11	45	28	86	90
24	34	94	100	61
82	21	56	54	80
90	57	15	61	50
17	73	53	43	47
89	11	86	74	83
13	100	49	75	37
23	87	30	68	10
22	10	13	13	19
19	84	98	70	19
87	98	14	15	63
80	42	60	65	25
69	37	31	30	53
99	31	54	19	76
16	85	89	30	48
97	94	73	85	66
82	32	53	67	94
55	55	31	89	82
78	46	60	90	39
30	49	57	11	86
13	40	46	75	43
86	27	58	61	65
79	32	55	87	99
87	13	43	80	88
21	34	75	69	83
30	52	73	82	10
68	89	61	87	27
47	99	12	92	61
86	38	62	95	16
99	62	44	52	35
92	97	88	54	14
44	11	42	11	21
63	20	65	46	14
31	58	90	89	99
37	82	28	63	53
92	94	54	69	27
43	31	56	97	64
85	12	61	15	48
21	25	64	93	31
53	92	75	56	78
87	25	19	95	72
30	100	56	84	72
95	25	48	29	73
14	36	87	14	52
97	42	68	72	37
16	51	84	57	18
19	97	37	80	42
88	25	45	30	93
11	44	88	49	29
78	38	79	37	39
94	64	39	65	99
71	76	13	74	47
42	54	80	82	77
73	60	71	95	54
35	44	33	28	45
76	38	82	100	80
75	76	66	85	59
60	52	36	24	20
54	96	41	43	91
45	58	22	63	85
45	80	42	55	82
15	11	23	52	22
40	17	66	67	77
49	99	16	60	58
35	52	80	64	44
29	95	42	65	64
60	88	67	12	48
44	100	10	55	95
11	71	13	29	40
64	97	66	78	25
59	86	17	77	90
28	29	43	13	19
20	25	50	88	10
74	20	58	93	44
59	45	18	56	15
19	31	16	15	39
19	40	71	63	50
71	66	30	87	92
99	55	20	96	60
58	59	89	91	84
59	44	88	41	37
84	48	83	48	12
47	20	86	72	55
42	85	23	75	74
79	82	11	32	32
63	92	17	65	39
63	16	93	94	34
37	50	88	54	45
19	97	19	40	43
61	28	90	88	57
69	33	66	59	46
17	29	54	93	81
89	51	89	51	91
67	19	51	19	17
48	17	13	30	51
32	50	78	62	50
62	61	35	85	21
79	100	95	86	33
77	90	89	71	60
94	66	99	77	36
100	18	58	99	59
13	82	71	50	36
30	53	88	31	27
83	21	51	38	61
31	41	14	15	18
62	89	54	65	85
25	36	50	82	51
68	54	63	35	71
90	86	96	90	83
24	82	67	57	34
96	22	13	54	66
32	15	18	74	95
66	20	58	63	73
80	90	50	100	37
76	73	30	45	41
59	95	31	99	48
78	41	52	69	100
32	83	26	50	54
100	78	86	22	32
45	95	23	17	97
34	62	48	56	53
22	43	23	49	24
45	53	57	64	33
62	44	79	42	54
69	57	19	64	26
33	53	10	78	65
69	81	23	42	61
93	13	97	61	96
32	24	53	78	16
50	51	20	95	87
85	58	52	94	20
55	18	96	39	27
26	25	95	49	32
13	12	100	31	28
56	88	27	89	99
64	53	78	32	60
75	37	31	64	44
62	46	14	27	35
49	49	88	22	66
91	84	89	36	83
75	38	54	38	86
60	34	42	96	39
35	90	42	26	92
89	66	72	30	67
75	56	12	68	65
17	95	93	73	47
38	67	93	10	89
53	21	81	40	75
35	31	29	60	42
42	12	20	14	67
85	27	23	96	74
29	74	66	49	72
30	32	39	76	84
55	27	90	46	16
81	98	68	69	14
41	80	93	58	71
100	60	66	70	72
67	64	53	98	41
24	86	94	40	73
74	30	79	46	21
79	20	46	98	92
81	37	51	25	86
79	21	37	65	70
91	87	39	11	12
28	39	23	19	45
30	72	78	66	12
16	35	62	17	24
23	53	11	83	48
15	19	89	41	11
45	49	86	70	84
16	11	60	31	93
57	40	18	35	54
80	13	22	10	37
24	46	59	100	73
53	72	52	21	78
54	66	46	22	14
22	43	37	36	91
51	100	48	22	37
86	70	53	55	66
32	66	83	17	81
92	83	66	81	90
84	24	50	42	88
59	71	13	86	29
73	39	58	25	10
92	38	21	13	84
40	85	70	20	46
76	88	79	13	38
39	67	39	62	82
60	49	89	38	96
73	38	97	97	39
27	39	49	72	65
95	82	36	29	94
24	68	90	39	12
43	55	90	98	100
34	67	38	76	82
75	76	32	23	48
94	97	86	68	97
31	94	21	89	49
15	55	84	95	91
68	65	26	50	11
79	64	39	61	35
21	75	71	92	56
92	34	99	56	55
77	72	74	83	71
45	82	11	86	81
71	72	74	66	11
77	60	78	69	72
48	54	24	15	54
55	97	10	30	50
70	98	52	44	40
25	42	64	100	66
56	35	61	51	58
21	55	45	28	12
70	20	52	79	53
15	37	99	49	77
48	13	34	15	94
31	64	84	89	32
87	29	13	77	28
54	97	98	70	64
84	92	99	51	88
52	44	37	99	15
87	15	32	17	87
94	64	32	54	69
64	74	58	66	10
23	46	78	21	98
41	86	15	29	50
29	28	34	34	10
78	49	19	86	20
21	91	72	60	67
65	31	41	77	84
45	88	94	30	89
28	58	96	86	96
55	72	46	21	80
71	47	47	88	91
79	13	71	38	75
26	88	32	81	39
16	66	53	26	15
88	27	41	97	38
30	46	80	99	40
43	93	67	75	94
41	66	75	53	36
92	95	100	78	63
34	94	90	72	60
22	73	64	84	30
97	92	41	49	47
53	14	90	96	58
98	68	92	35	14
78	52	12	65	36
52	41	28	86	87
92	74	80	96	28
49	45	84	66	97
40	31	95	12	24
55	48	100	30	98
12	53	10	95	63
97	39	58	30	98
11	65	58	53	13
11	87	94	67	37
85	35	54	56	30
91	59	31	70	49
33	65	51	89	29
52	93	81	75	47
28	50	50	52	99
75	50	67	12	90
90	64	76	72	88
42	52	43	36	63
95	72	47	95	99
96	97	32	57	55
77	81	50	87	31
15	64	95	64	36
38	84	78	59	65
66	67	59	12	67
59	87	58	33	50
52	51	66	46	54
43	51	31	20	50
97	100	56	50	95
68	22	56	73	20
29	23	27	86	34
12	29	11	81	12
42	70	82	92	11
91	61	48	47	85
51	57	35	75	98
12	48	93	86	68
29	96	29	72	70
49	79	48	45	95
29	86	50	27	73
77	43	61	61	89
38	97	59	65	86
62	28	95	75	35
56	77	38	50	60
94	10	81	26	82
35	92	44	51	38
78	60	34	67	34
35	59	49	99	39
27	29	30	57	25
47	90	54	55	86
86	17	37	90	14
10	34	91	26	97
15	80	80	73	51
92	38	88	32	42
27	33	64	16	12
73	35	66	81	41
54	14	43	55	78
10	42	47	34	43
49	94	62	99	86
49	77	13	20	75
94	13	24	24	100
19	99	69	71	40
84	72	15	25	31
10	21	79	74	63
84	48	47	82	71
98	99	96	27	58
61	83	14	22	92
71	36	40	11	40
64	38	93	91	76
57	21	20	71	28
87	72	77	75	78
27	82	87	37	43
38	40	16	22	97
77	83	88	55	90
43	94	76	88	78
15	31	14	67	28
60	91	15	14	49
99	47	85	81	80
66	57	35	40	35
64	65	78	53	41
77	28	66	94	57
54	42	72	51	81
13	75	97	51	27
70	79	10	74	69
53	77	94	39	74
21	31	83	68	60
86	58	15	24	21
45	40	60	47	84
65	92	52	82	51
70	62	54	39	63
53	56	74	52	34
50	56	82	73	17
35	47	98	80	29
11	76	42	37	54
96	68	77	77	99
73	25	93	51	24
58	22	98	85	33
58	44	76	62	50
67	96	11	28	84
76	96	20	70	82
72	23	40	94	15
95	13	92	94	59
48	62	51	51	58
22	21	72	38	83
37	76	62	98	12
72	69	61	58	55
55	50	10	85	99
24	39	18	88	35
12	15	60	38	49
68	35	74	79	26
74	69	82	39	69
86	96	98	85	15
88	39	32	59	39
28	49	24	53	90
79	21	85	19	87
11	68	50	70	95
95	87	92	30	11
51	77	75	84	15
95	100	100	37	39
24	78	80	11	14
37	70	34	64	71
29	86	50	51	71
32	50	59	50	19
93	62	33	49	26
33	100	69	30	66
86	86	31	56	13
79	21	12	99	79
19	60	93	68	72
79	32	42	20	87
55	63	10	96	71
18	19	15	66	39
75	50	27	33	92
86	98	73	54	78
76	89	37	14	50
85	10	59	72	60
56	69	12	62	30
34	26	84	24	38
99	75	34	50	85
94	93	70	51	48
28	45	85	73	15
40	100	87	20	72
57	48	49	47	95
26	94	23	27	70
26	15	42	40	40
65	94	58	66	75
50	34	74	34	41
63	62	15	68	70
38	46	63	85	50
33	52	13	16	17
91	78	48	84	53
93	51	36	73	56
63	75	22	97	93
11	83	98	21	11
62	36	69	83	99
39	50	31	66	11
13	92	25	24	52
10	50	67	76	28
93	13	32	28	26
14	44	73	34	43
74	37	16	26	74
72	91	77	36	68
21	54	46	93	71
97	16	88	80	29
45	12	87	95	49
46	84	20	54	37
13	84	79	41	59
63	61	84	24	39
91	24	40	69	65
54	33	70	29	61
93	84	100	90	96
90	23	96	44	22
33	21	35	55	16
32	88	28	59	74
29	22	72	59	64
23	79	26	29	89
81	38	71	74	53
25	28	94	78	46
59	68	56	69	22
93	29	80	80	51
60	48	20	71	52
55	42	96	35	87
72	78	16	31	59
86	38	63	79	50
10	90	61	62	42
81	30	51	27	66
71	62	93	67	57
94	20	11	64	62
75	42	100	31	41
71	81	29	19	96
18	27	31	67	49
10	56	11	29	57
23	78	41	75	30
73	68	64	63	84
20	11	14	80	40
87	30	51	48	20
10	22	40	41	30
30	42	45	65	33
100	55	56	37	75
29	16	76	10	84
23	12	89	10	60
29	42	53	69	53
99	97	82	20	81
82	28	27	59	75
76	65	84	33	41
43	84	72	41	95
16	49	28	75	27
30	59	61	84	62
53	13	79	19	77
81	63	70	33	98
62	39	23	54	57
75	91	16	14	93
28	69	10	25	45
83	77	98	61	15
97	20	15	52	75
28	63	44	33	67
67	63	63	90	72
17	72	90	51	16
34	35	32	35	21
56	69	67	79	24
80	96	18	98	69
12	21	35	28	47
23	45	74	34	31
28	92	89	52	30
16	66	45	18	45
59	41	93	32	37
18	100	61	93	68
40	69	41	21	52
26	34	30	42	25
26	73	26	93	40
47	24	75	41	11
39	50	58	53	11
11	16	100	42	91
12	73	45	29	21
70	70	80	59	74
95	74	56	63	69
21	98	88	28	22
65	55	10	23	14
76	45	89	12	45
29	63	45	17	34
62	70	33	84	17
33	77	51	50	100
61	19	42	66	90
98	65	38	39	54
29	20	30	52	92
93	89	77	20	87
59	95	38	95	43
86	13	12	24	31
27	23	99	26	74
14	13	52	62	95
76	22	73	25	80
64	86	11	30	85
60	14	38	82	51
97	53	48	44	12
48	50	28	96	19
76	83	21	66	99
76	12	32	79	55
89	60	56	27	71
63	19	77	52	92
97	66	95	52	30
37	93	100	78	29
14	73	12	46	89
53	49	77	65	74
36	86	91	98	85
28	21	60	28	58
26	68	89	65	54
71	79	20	27	10
94	56	31	23	76
49	34	63	14	52
76	24	30	54	99
78	81	88	90	87
96	55	14	54	41
76	33	26	41	27
90	36	91	18	10
84	60	17	69	62
63	59	78	52	49
22	57	90	69	42
43	74	44	57	50
86	13	63	33	59
82	14	70	59	88
90	99	35	17	11
50	44	37	80	52
24	22	25	18	12
90	86	91	30	12
90	98	92	12	79
53	82	82	63	78
49	21	30	90	29
82	49	81	49	85
75	86	34	96	23
36	98	11	39	24
43	50	20	43	98
37	20	65	37	10
27	40	35	84	36
58	69	46	42	92
65	31	43	12	27
26	34	38	77	30
32	52	96	12	89
12	19	45	34	55
40	49	14	79	98
36	91	93	31	92
56	15	90	40	76
23	74	34	21	28
69	44	37	88	72
51	82	47	50	100
83	30	58	61	10
62	37	42	20	35
74	41	100	64	58
19	34	100	82	59
89	53	80	69	94
34	20	45	10	88
24	24	93	65	14
72	34	13	32	31
91	82	40	98	68
23	64	32	64	16
25	89	95	34	19
52	20	53	22	37
53	94	94	67	80
91	50	13	90	32
44	92	48	39	100
22	98	96	69	41
71	25	24	74	33
39	31	45	40	33
21	63	59	77	50
27	71	82	17	42
26	95	14	100	55
59	56	47	12	57
67	87	26	16	12
11	26	92	72	32
93	27	83	11	55
32	31	97	15	90
54	68	91	92	75
70	57	93	17	30
69	72	35	26	93
66	24	50	69	14
80	53	74	90	69
76	90	13	94	81
73	61	40	98	14
69	48	77	54	94
58	80	35	39	44
56	25	74	89	12
14	100	44	17	60
19	72	28	54	19
42	84	19	43	13
12	64	42	74	21
23	70	52	83	55
85	58	23	40	56
46	46	90	84	43
71	55	43	57	72
35	72	86	71	32
63	72	56	84	45
74	11	84	88	49
57	36	11	67	62
30	21	81	21	79
82	32	15	86	34
82	83	56	14	66
27	72	77	67	68
52	37	56	90	100
75	29	71	52	30
82	66	48	43	81
10	48	60	44	77
21	79	82	50	40
94	64	48	64	95
70	62	26	63	40
41	72	49	24	55
72	87	18	72	88
74	26	62	45	92
19	11	81	87	17
59	52	68	61	20
100	34	32	56	43
90	85	70	25	73
25	67	42	98	89
63	20	79	50	73
86	91	72	38	95
55	88	93	23	18
24	47	68	97	11
24	41	58	68	10
49	30	42	44	68
88	32	44	29	44
40	79	95	22	15
92	99	97	86	21
41	82	58	30	21
92	91	27	71	52
88	79	97	98	57
68	39	43	30	69
51	90	16	62	45
44	46	36	45	91
19	93	70	41	14
14	90	55	24	89
36	26	86	34	21
64	23	17	64	38
22	84	13	22	46
60	66	56	56	63
74	58	27	40	35
15	39	54	46	66
51	93	84	79	34
32	62	12	43	77
51	16	71	23	26
89	32	73	37	93
88	91	64	100	10
11	10	94	70	57
89	97	11	35	37
88	67	36	25	78
99	95	65	50	49
84	14	65	61	68
95	81	83	37	62
86	75	83	98	70
12	80	73	75	48
73	13	50	14	30
32	62	27	28	44
60	24	19	54	80
92	73	50	83	81
96	82	74	12	32
84	84	71	13	57
58	70	58	64	51
65	99	18	91	16
71	85	41	73	24
89	25	34	92	18
70	76	62	36	11
14	37	79	78	15
60	39	51	16	98
74	49	85	13	80
82	20	59	52	77
25	12	64	91	93
60	77	35	37	36
81	47	17	75	10
92	96	90	77	35
76	93	97	52	80
66	100	24	60	24
86	36	15	69	15
86	45	22	54	16
100	91	57	92	28
33	63	46	71	64
16	55	76	74	96
84	28	35	62	86
41	62	15	96	76
61	40	82	76	58
42	95	23	68	85
30	34	72	45	64
86	94	69	36	40
64	15	69	59	26
22	74	29	30	69
98	57	49	35	29
100	46	45	63	25
15	74	44	85	67
44	83	95	88	80
83	75	12	93	32
41	71	87	98	39
66	37	88	43	35
21	60	68	39	15
10	100	13	81	51
13	95	83	60	82
39	17	18	44	93
79	16	94	93	84
58	13	54	20	59
56	23	20	77	55
12	49	89	22	18
70	56	62	23	97
66	67	63	92	44
29	52	31	17	32
77	35	98	66	33
67	90	42	92	33
47	25	25	81	86
72	84	35	16	62
79	47	25	63	85
25	24	61	37	60
67	80	94	14	97
92	49	95	60	63
45	66	70	12	89
50	26	21	70	23
27	47	92	45	56
78	34	95	15	36
11	85	74	75	90
76	31	94	61	52
97	31	63	68	10
87	22	50	38	56
63	69	45	22	89
70	60	12	11	42
57	27	21	46	44
60	80	93	23	62
33	47	75	40	94
41	52	52	93	23
73	73	48	54	76
33	96	89	50	57
93	82	26	31	33
39	77	14	61	25
44	81	15	91	31
15	73	86	40	29
74	35	61	17	11
48	13	23	68	75
65	92	49	51	74
95	55	56	12	53
75	82	93	83	66
81	16	77	79	11
63	67	39	21	59
14	11	49	50	46
36	58	73	21	95
30	29	81	15	21
20	79	30	66	38
97	80	78	39	15
98	26	83	38	97
95	94	66	98	40
45	31	60	20	98
72	53	66	56	78
18	31	32	27	50
26	96	98	63	90
74	76	97	79	66
59	68	69	28	96
95	52	75	38	24
40	13	87	49	92
100	42	53	34	63
81	13	78	79	42
57	13	18	30	97
35	55	10	72	57
95	63	81	13	96
17	68	58	17	20
39	16	36	89	11
98	71	31	38	19
14	20	15	19	37
27	71	63	60	20
67	91	23	15	36
39	19	62	66	11
19	41	87	19	93
65	53	28	27	96
100	11	84	80	89
98	83	77	27	45
39	87	74	93	81
63	11	33	54	94
73	67	84	65	91
94	20	94	59	58
33	53	32	48	73
84	41	47	25	85
47	77	11	65	86
63	21	24	64	43
98	45	93	35	69
76	40	94	31	55
20	100	49	29	60
58	92	66	35	50
21	50	80	71	50
47	78	75	38	51
51	40	18	97	79
10	13	25	66	18
55	54	45	86	17
56	45	42	69	27
65	67	29	27	49
65	48	85	27	52
72	33	17	98	26
47	80	56	43	42
16	92	63	72	57
75	21	48	62	82
50	59	70	77	66
59	15	71	57	32
18	93	37	15	93
95	41	48	18	77
71	12	75	79	36
35	26	30	29	65
59	14	74	93	29
17	86	34	27	21
35	83	66	64	22
21	75	20	27	48
65	35	12	58	34
10	88	53	76	46
41	97	99	86	75
78	36	80	70	33
33	77	93	56	39
83	86	60	47	87
19	77	71	58	85
63	36	38	55	45
37	81	45	89	78
37	97	48	39	30
51	25	65	44	38
71	42	70	70	10
24	100	68	81	98
63	12	33	40	70
39	61	19	66	45
60	38	47	35	63
77	97	17	53	19
38	80	43	85	92
51	17	27	64	66
90	16	72	10	28
64	47	70	32	28
75	78	97	76	21
19	97	61	73	51
12	29	84	43	26
73	46	31	81	76
79	68	96	18	18
43	98	54	51	21
90	50	74	71	94
36	45	93	59	82
25	62	75	18	83
86	67	87	57	11
89	69	53	10	52
58	40	84	10	19
83	64	10	67	91
92	27	44	56	71
47	18	56	99	71
52	45	89	38	71
54	91	50	81	57
66	64	80	28	20
43	53	31	79	18
23	55	40	62	59
97	94	49	14	71
63	50	46	35	40
49	55	39	86	86
78	69	30	65	50
57	77	93	36	68
57	43	88	51	95
32	35	47	17	15
23	30	38	17	64
42	97	22	74	93
62	35	15	93	66
17	43	84	60	72
32	50	93	55	55
50	70	98	33	60
70	15	53	70	95
66	42	66	11	96
83	67	63	54	100
54	41	48	91	18
54	66	75	14	88
22	78	98	83	86
96	27	78	83	38
43	11	27	27	76
66	69	16	98	21
67	55	78	66	68
58	84	81	98	87
53	27	13	92	17
29	75	58	71	82
90	48	71	92	79
61	74	23	26	39
23	12	26	100	46
24	52	80	92	19
86	29	45	36	27
45	48	81	91	17
88	83	35	37	26
74	35	93	28	53
50	17	80	90	99
79	17	99	90	27
19	49	23	12	69
57	25	33	79	29
19	83	80	40	93
10	45	12	12	97
37	76	45	60	53
77	45	63	70	74
47	56	29	87	77
81	47	26	82	58
39	93	60	69	76
66	41	77	57	58
92	98	41	99	92
58	58	42	47	19
38	42	55	33	16
41	24	78	99	12
28	26	100	64	80
51	74	69	41	54
77	25	55	26	48
83	33	20	21	88
16	15	46	40	44
70	96	36	45	52
40	17	82	48	71
21	72	88	13	38
79	59	89	44	14
12	68	75	79	66
21	90	68	64	98
25	14	22	14	13
72	55	37	44	29
27	45	94	54	99
81	36	53	16	35
37	95	50	26	21
83	41	28	12	77
13	61	82	53	12
47	59	35	87	29
82	54	12	57	60
62	93	67	95	74
44	27	74	93	20
17	25	98	91	90
54	27	54	64	83
65	94	80	61	56
39	19	66	22	48
34	65	81	36	60
38	14	73	15	95
29	32	82	49	26
47	77	59	43	85
27	93	57	95	24
53	74	67	79	75
66	21	80	12	76
19	56	67	50	67
74	25	14	67	40
25	65	13	91	26
49	89	70	26	80
30	99	84	99	18
62	76	34	38	67
94	79	40	48	37
75	90	98	90	48
56	31	65	12	21
65	26	33	84	89
16	46	20	100	38
51	47	57	66	81
49	51	12	16	70
38	51	22	25	42
15	93	54	86	32
10	56	94	50	27
53	32	67	37	55
100	24	83	97	52
17	90	11	53	60
17	94	73	75	43
58	50	21	45	13
28	71	61	39	52
97	80	87	22	66
100	46	24	94	32
24	45	88	45	14
16	76	34	74	91
44	69	12	80	30
30	28	98	36	52
97	23	94	16	38
58	64	50	26	36
23	71	43	25	15
61	61	23	17	90
91	82	83	88	90
15	84	95	55	78
74	35	39	14	28
27	73	20	38	14
18	72	52	76	10
62	44	82	42	11
70	13	95	73	55
77	77	66	69	80
43	67	48	67	40
34	33	37	29	61
21	28	70	78	45
78	77	14	24	18
100	38	51	43	45
39	29	61	50	79
65	25	28	84	68
29	61	24	27	19
83	70	15	25	64
21	28	65	19	22
10	72	62	82	16
56	65	27	37	73
75	12	61	83	88
14	63	59	83	68
100	77	90	58	22
35	73	66	90	27
42	81	70	29	75
61	36	91	79	83
45	64	90	43	89
86	37	28	54	95
25	63	100	42	50
39	75	51	21	36
27	24	37	29	15
73	41	61	14	19
46	100	77	88	77
38	58	60	68	80
27	98	31	85	32
72	33	46	42	33
89	67	82	23	93
43	27	45	31	14
93	24	85	68	68
84	100	95	95	59
14	86	63	84	24
36	36	14	26	55
75	11	63	53	79
19	79	55	38	61
31	59	46	74	89
22	67	27	67	77
37	28	37	28	54
46	91	95	33	44
21	76	77	90	58
78	10	41	60	76
64	78	76	60	25
78	80	96	32	66
34	10	12	60	75
21	53	71	63	28
92	86	19	85	79
47	84	40	71	68
84	15	65	79	65
98	61	17	13	55
95	88	54	74	14
39	81	21	97	20
