39	80	65	3	55	8	29
66	47	92	66	30	37	63
56	34	54	36	34	96	84
70	97	43	107	105	84	35
53	42	106	101	55	111	111
110	15	15	114	2	117	66
115	3	86	67	109	44	54
72	63	20	87	11	109	119
42	31	94	34	111	61	112
2	58	12	36	96	2	45
80	64	70	97	118	103	47
7	54	43	41	63	90	46
78	34	61	104	96	75	120
68	15	94	42	3	56	90
83	36	58	14	45	19	94
33	37	52	11	80	17	43
97	30	81	74	89	51	108
57	63	37	41	16	55	32
40	100	81	19	83	16	13
76	27	20	101	20	3	50
90	94	96	67	23	99	54
53	64	14	11	86	36	28
7	68	71	103	101	60	98
111	92	118	106	13	56	107
116	30	75	32	87	105	111
86	59	111	4	115	83	92
17	106	3	41	23	86	110
57	91	12	113	112	43	37
76	55	32	77	13	99	15
13	118	62	86	15	24	107
77	3	75	46	4	97	85
54	118	79	25	50	56	108
97	9	73	55	5	76	116
71	59	58	107	19	32	115
26	31	79	40	40	38	12
98	118	3	113	82	36	106
11	102	39	114	49	65	29
93	93	37	95	64	62	92
11	71	90	18	107	10	79
108	29	30	85	27	22	28
16	92	36	113	83	38	50
15	64	5	81	5	105	99
3	74	68	62	43	7	101
101	96	47	62	77	20	3
94	116	92	91	25	83	64
117	52	105	23	58	74	6
35	107	31	32	7	13	79
20	19	2	42	62	115	1
20	110	55	23	91	17	76
115	52	96	93	120	17	10
117	10	106	49	16	46	36
2	84	92	3	95	6	112
119	104	42	31	118	113	41
49	22	105	83	43	23	6
106	66	66	80	111	53	98
84	30	7	45	109	75	79
2	95	19	64	23	43	64
36	86	19	83	74	18	35
113	43	51	7	54	59	103
115	34	57	22	115	23	65
103	72	3	92	74	95	65
50	103	84	39	74	82	70
94	89	72	51	15	89	75
105	4	85	97	5	35	20
84	21	3	106	34	25	57
19	77	113	56	60	119	50
90	104	65	14	41	48	76
86	80	96	115	20	15	62
18	31	44	14	66	107	29
46	13	68	5	99	113	52
35	108	119	93	99	81	94
92	36	53	91	57	18	54
38	4	106	8	32	73	91
96	53	11	109	112	110	95
68	120	98	80	7	93	21
59	54	86	49	32	36	11
115	21	27	90	16	64	43
83	100	9	30	10	117	60
57	97	8	1	67	53	78
52	76	63	65	108	56	88
62	42	58	64	8	63	40
85	41	116	35	82	5	88
84	96	42	116	31	5	82
102	45	102	50	96	29	43
63	67	115	91	75	87	30
49	68	116	4	56	118	41
119	7	101	4	116	77	43
28	42	35	38	48	13	106
102	78	57	120	2	3	70
40	117	41	27	116	5	65
112	66	118	69	18	11	28
98	37	43	22	90	120	52
29	3	15	116	24	78	58
63	105	69	65	75	13	76
83	41	80	40	18	62	117
110	26	103	84	87	118	10
12	40	48	5	53	100	3
31	73	90	6	44	101	6
118	33	66	69	54	40	64
26	103	22	118	117	14	32
88	71	5	18	15	110	120
7	96	38	20	111	96	92
4	1	16	79	36	3	14
46	92	55	98	34	23	72
75	61	55	59	65	11	8
78	27	76	84	51	30	71
95	23	29	116	74	47	19
7	15	71	102	56	78	56
47	3	114	115	42	18	3
22	106	109	104	22	84	42
117	94	41	9	31	22	117
64	119	38	51	80	17	101
11	34	24	25	17	88	38
33	45	44	77	13	31	57
27	89	76	58	17	101	53
19	16	22	76	20	91	22
36	19	101	11	2	26	102
61	61	97	59	119	53	36
67	13	51	86	36	87	82
118	105	67	117	48	60	5
99	14	9	43	90	92	23
119	38	67	86	7	116	86
68	41	98	78	52	104	18
15	84	13	16	37	35	111
70	68	111	46	98	72	17
8	78	55	40	56	99	4
1	63	58	84	3	32	58
100	58	111	80	109	20	46
30	111	70	81	13	57	66
44	67	35	86	117	6	3
91	4	110	85	68	65	74
18	17	93	103	40	40	67
66	2	45	25	61	84	64
43	111	95	113	98	81	74
89	44	29	91	93	28	19
112	18	104	39	119	71	10
76	15	41	72	39	114	92
107	31	67	108	18	73	104
89	89	66	92	47	3	17
115	21	23	38	68	44	85
57	36	80	77	79	99	77
43	109	119	112	119	26	48
82	24	99	75	112	8	5
73	19	9	52	113	108	31
28	71	112	39	44	109	119
70	99	8	66	81	15	10
52	56	117	71	67	28	94
83	104	14	78	29	50	89
12	27	62	102	44	93	41
12	102	109	2	21	113	46
73	29	25	118	55	64	96
120	93	22	68	112	80	117
23	6	60	61	38	93	84
83	46	77	68	78	89	120
30	34	119	54	110	119	5
96	62	13	57	21	33	80
116	64	110	25	1	72	1
108	40	47	34	61	14	4
18	101	88	110	22	5	16
68	9	111	84	20	48	43
58	71	39	62	44	92	34
47	40	84	77	93	73	119
114	53	51	114	104	15	9
53	22	18	77	3	14	81
68	110	8	12	24	58	118
27	52	119	36	70	47	65
62	94	67	85	111	70	76
12	25	99	58	35	103	70
104	30	40	24	16	115	41
17	117	101	90	69	24	67
51	66	38	80	25	99	38
26	80	94	31	107	103	103
88	111	120	97	55	110	45
49	99	19	44	109	55	5
70	20	6	32	3	36	63
68	112	16	113	108	64	6
118	1	29	46	96	92	12
89	21	78	81	13	13	115
51	51	116	60	113	69	116
8	114	69	44	32	32	81
35	58	40	56	50	93	49
108	104	48	68	41	6	31
101	100	115	86	6	37	52
10	32	1	99	106	71	106
51	25	100	111	23	35	84
26	42	42	19	36	63	63
38	118	48	77	45	117	116
109	61	23	70	85	67	70
76	86	7	72	77	19	68
88	76	107	41	120	74	99
89	117	86	73	102	3	118
14	20	102	65	2	13	64
13	38	1	49	14	54	5
119	15	1	85	96	70	98
113	84	57	77	94	10	109
9	106	75	96	58	51	44
20	44	69	113	19	107	104
94	48	116	70	28	96	26
78	34	18	43	5	96	50
117	115	53	4	40	15	63
86	18	51	8	39	65	94
51	58	101	96	49	95	14
57	72	108	69	64	88	7
10	96	14	75	11	53	11
91	10	19	29	89	33	89
9	98	63	112	92	78	87
14	46	87	71	59	12	86
19	59	71	81	25	105	91
31	55	73	16	3	7	89
81	23	111	43	1	16	9
93	105	109	95	16	116	31
92	62	115	107	29	32	12
72	82	113	28	70	62	119
4	114	85	88	45	48	67
58	76	32	38	96	43	112
100	30	44	7	84	120	81
76	5	83	2	66	7	49
60	27	114	23	52	102	48
8	109	104	17	35	47	87
43	46	72	9	91	114	67
83	6	117	8	99	50	40
94	4	83	119	26	15	68
35	105	27	90	14	113	4
8	42	119	96	8	31	79
2	32	111	109	120	26	117
77	38	109	29	29	79	19
87	5	105	51	35	77	29
113	14	13	80	94	104	46
81	28	73	29	69	43	107
52	71	51	11	27	38	98
70	12	60	78	74	44	5
116	68	106	21	62	79	28
48	79	47	60	27	89	97
91	71	67	1	61	112	113
84	60	36	1	52	8	49
84	90	61	59	36	36	26
80	20	68	64	19	5	29
114	54	17	69	117	111	48
44	93	98	20	43	9	106
83	60	10	53	9	47	51
23	14	26	89	66	118	42
95	63	23	92	110	97	70
43	40	13	62	5	9	55
23	58	62	58	21	48	38
56	78	95	65	83	19	42
61	98	90	81	38	52	87
14	85	112	119	47	66	51
67	92	89	56	11	120	101
45	80	96	100	47	55	98
42	52	116	56	76	49	109
4	49	32	31	52	78	109
103	107	76	112	51	12	43
4	43	28	41	3	67	19
47	53	7	22	97	71	78
44	115	31	18	17	99	80
45	14	47	51	27	10	25
67	94	96	57	103	82	116
3	72	117	34	90	32	24
102	119	77	118	74	6	18
100	115	92	39	56	68	52
116	58	101	81	65	24	54
2	18	1	27	105	44	44
4	94	89	10	117	106	2
54	94	116	114	14	100	27
21	7	94	44	80	50	29
92	28	41	108	81	25	61
6	43	112	53	56	98	99
120	111	13	42	101	34	63
37	111	79	115	18	107	73
21	62	105	65	69	74	59
8	81	99	26	28	10	102
11	4	102	88	119	15	98
62	119	89	107	105	97	101
83	68	98	104	91	77	48
91	18	117	13	45	36	105
33	84	93	4	9	9	63
111	65	35	3	82	20	4
66	66	43	54	12	29	14
54	81	8	4	44	24	87
109	46	75	54	66	105	4
51	12	5	75	112	59	53
90	3	1	10	103	47	111
107	57	37	11	53	7	87
57	22	120	21	23	49	95
19	71	68	112	36	47	42
77	80	108	41	98	40	78
13	90	58	53	89	111	52
19	116	73	118	24	43	28
107	77	88	115	78	28	20
10	104	14	33	102	111	102
10	93	76	52	99	35	94
58	4	50	68	90	107	50
99	29	8	96	86	74	85
29	34	70	79	62	119	35
85	85	1	24	79	16	15
102	85	48	39	81	59	43
84	43	30	22	72	60	79
46	105	22	2	58	36	66
59	107	109	77	95	92	47
80	8	30	97	81	8	58
63	49	44	9	52	108	102
9	16	73	46	66	72	43
37	85	74	116	60	37	7
20	8	100	61	76	40	59
12	43	38	68	37	115	1
64	38	15	57	91	37	53
100	37	51	5	7	56	26
99	5	109	34	41	34	30
67	47	24	25	89	62	67
109	21	5	120	93	48	43
44	36	68	76	63	39	53
3	74	23	103	76	70	24
63	79	14	26	32	53	32
39	106	37	61	18	21	36
89	10	90	49	10	110	53
120	113	48	117	16	11	12
59	33	98	115	96	70	18
47	8	48	113	38	95	74
80	96	56	94	14	35	112
36	103	93	40	101	40	99
12	107	79	54	115	77	1
93	76	120	15	103	108	59
63	45	23	112	116	89	86
46	6	120	113	45	66	2
24	108	89	82	94	65	117
108	57	54	12	22	101	59
59	108	112	59	41	111	106
78	60	37	38	115	35	119
22	17	9	108	55	85	67
73	7	23	6	57	100	46
120	36	96	23	67	92	53
2	7	120	117	59	39	3
6	96	112	23	8	17	60
37	18	110	14	54	6	17
81	75	27	85	22	5	79
9	87	32	40	116	119	77
117	76	47	13	77	24	1
62	93	100	86	118	6	2
6	89	90	77	13	111	15
35	56	99	24	21	37	93
97	119	113	3	53	26	88
97	78	18	35	6	87	50
72	66	57	54	97	116	83
17	18	29	58	17	24	59
96	46	99	26	34	79	83
29	7	88	81	73	86	75
84	120	56	6	85	94	99
118	67	65	97	67	65	77
3	46	34	58	50	89	14
79	20	82	18	66	46	49
44	41	5	26	31	34	37
79	24	56	7	120	48	68
61	11	3	60	4	35	46
113	37	55	27	119	52	74
3	2	4	6	4	81	40
105	79	69	5	78	70	85
69	35	90	80	49	44	44
12	46	44	27	48	25	47
103	116	81	49	83	67	19
56	43	101	110	110	3	4
104	56	103	112	102	7	3
13	111	73	95	61	27	90
74	101	55	63	22	21	37
49	88	6	89	28	104	72
88	32	18	68	52	67	103
14	7	19	8	11	114	49
79	109	105	1	32	21	57
54	80	20	62	63	55	41
36	23	44	6	90	76	6
117	19	89	73	44	117	109
27	9	117	2	21	8	61
16	66	19	25	95	79	35
28	42	89	112	65	66	118
72	62	34	44	62	35	72
23	42	59	63	26	90	66
95	41	42	57	32	34	68
35	4	41	91	17	21	10
79	43	87	65	108	13	61
83	27	76	3	99	42	35
41	117	33	105	76	92	43
65	120	97	85	35	76	27
95	62	39	63	74	22	100
108	13	91	117	11	55	54
3	37	97	28	10	86	83
15	9	79	60	33	114	3
33	18	112	22	115	96	25
81	53	116	100	41	51	112
68	11	114	44	6	119	118
49	47	32	64	29	63	70
1	101	83	101	98	13	69
94	80	107	98	53	55	106
65	113	68	61	9	77	79
17	51	10	69	30	117	5
71	83	96	107	77	74	89
81	57	10	16	59	47	98
10	50	13	81	114	41	65
57	38	113	33	28	86	106
5	84	83	88	23	36	59
48	61	59	2	101	26	64
38	51	29	91	11	24	116
56	24	62	10	105	97	1
70	118	61	25	28	37	23
34	35	112	38	97	32	114
66	40	21	7	109	76	74
69	46	99	80	18	39	52
35	59	105	50	6	31	33
52	106	76	115	71	105	19
89	89	4	111	51	115	112
89	98	18	120	107	30	63
61	82	67	75	23	48	53
115	68	46	72	109	113	23
37	100	81	42	15	47	84
54	37	108	107	64	101	71
9	120	118	6	53	41	48
37	22	7	84	56	82	65
70	98	91	91	2	15	61
104	47	2	53	76	43	96
103	82	71	6	59	99	117
53	13	68	50	75	70	32
36	114	62	8	96	38	10
98	12	34	76	51	60	95
62	22	106	65	114	11	47
113	42	3	56	54	86	10
75	91	116	41	19	120	52
114	70	105	30	14	47	15
45	85	89	87	71	113	100
96	101	16	74	52	79	47
47	28	38	15	116	69	55
52	21	94	27	120	55	111
95	92	7	47	55	37	19
7	103	39	63	82	103	77
110	58	115	2	25	120	54
10	22	54	71	110	103	112
21	30	60	9	107	56	59
43	88	118	12	93	21	56
99	52	55	120	40	119	115
107	3	36	70	118	28	53
56	110	7	19	80	61	2
120	57	104	34	56	74	64
86	93	41	5	25	21	3
112	118	100	102	66	34	15
98	52	68	98	99	106	62
3	120	4	59	95	75	54
86	9	91	28	107	96	42
87	3	97	85	41	20	115
70	105	17	3	19	88	12
99	44	51	110	6	97	4
73	9	8	50	118	16	6
112	9	18	78	66	85	10
57	99	25	18	101	55	24
25	2	87	84	109	12	50
81	54	43	11	65	116	78
115	84	106	102	95	25	75
29	17	116	72	82	33	58
15	7	69	85	36	61	111
37	120	42	98	104	116	27
80	32	56	64	73	57	101
94	83	72	116	30	36	55
83	113	31	33	56	101	42
7	24	104	18	37	3	74
65	30	31	99	99	103	80
107	33	50	93	28	31	34
32	34	106	64	112	78	72
83	105	32	8	88	33	69
108	118	44	2	55	79	62
75	97	5	87	4	36	105
11	98	89	97	29	116	64
5	120	52	67	93	91	30
94	76	86	57	29	86	34
22	78	89	108	15	100	51
66	91	10	55	109	35	30
111	78	60	83	95	47	72
53	106	1	81	45	78	104
6	94	114	76	56	31	60
65	78	99	3	41	56	76
117	52	87	87	102	68	70
98	107	96	100	27	93	109
27	85	43	115	29	17	93
63	54	36	12	54	86	40
14	66	4	70	73	65	40
120	117	67	76	119	103	74
31	44	100	18	59	46	75
71	56	15	19	12	59	8
3	80	115	57	65	86	105
96	22	85	117	29	7	54
74	72	21	28	84	110	75
22	7	2	75	49	89	78
119	65	82	53	24	25	51
106	74	114	6	22	45	57
39	23	24	72	42	20	83
113	27	11	6	20	86	80
59	49	43	55	65	38	11
34	69	18	7	120	38	90
12	60	78	120	113	65	5
17	25	111	73	105	81	82
33	100	94	113	88	102	7
79	15	37	42	96	82	11
37	33	6	93	107	119	48
64	112	23	49	79	104	48
47	90	90	61	27	61	8
32	66	54	99	23	51	8
59	62	13	63	53	95	49
107	52	90	90	116	76	62
70	111	53	47	85	120	34
6	6	1	42	41	113	67
88	47	80	8	24	72	18
101	16	93	83	18	43	96
118	11	2	16	38	82	120
66	39	62	114	18	107	24
14	87	28	115	33	70	88
44	107	115	29	81	90	53
94	94	103	115	102	3	95
78	77	28	106	75	74	94
16	49	97	33	41	47	82
69	18	16	77	112	52	57
34	97	77	113	78	91	37
93	58	55	62	42	21	5
114	48	18	119	116	95	12
32	83	35	20	44	67	102
35	78	19	50	30	111	35
95	96	113	56	8	70	110
28	52	71	4	118	102	104
104	15	76	6	42	21	57
19	101	39	36	80	110	90
13	79	64	68	86	120	70
82	53	112	83	101	27	67
55	15	7	34	71	104	106
117	118	54	104	20	48	90
100	33	68	6	9	12	120
31	19	102	29	107	81	84
48	24	81	113	8	18	56
84	62	8	100	76	108	48
5	53	15	70	83	7	101
47	62	36	11	10	109	74
52	106	13	102	11	51	87
46	64	14	83	7	33	84
101	84	95	57	80	77	22
16	41	21	52	45	33	120
114	92	54	106	19	94	73
96	38	63	88	28	61	83
15	4	36	13	21	45	56
84	119	111	13	22	82	55
25	45	120	100	55	5	27
58	87	59	39	63	88	5
67	37	33	119	12	15	67
97	97	117	53	76	18	114
43	77	118	23	58	112	118
106	94	96	33	60	100	53
112	12	60	104	56	9	55
57	1	113	25	4	51	78
26	84	11	82	114	58	38
49	73	74	120	77	79	60
39	86	107	68	11	113	41
22	44	26	104	8	32	48
14	51	5	101	32	56	66
80	64	30	116	64	111	95
38	37	35	27	41	46	36
93	65	88	15	42	12	7
91	24	22	52	74	12	68
105	87	105	43	60	69	88
20	79	41	66	18	115	47
52	5	32	98	80	90	48
26	14	97	3	61	108	32
79	10	53	120	61	27	74
39	24	87	110	40	44	39
105	79	26	93	38	84	91
92	59	51	61	59	108	31
75	17	28	55	78	118	56
10	37	106	5	116	33	67
84	81	108	36	3	118	72
81	56	116	37	28	118	68
70	106	120	70	84	16	56
118	31	103	31	53	31	1
110	55	51	3	115	80	101
76	9	87	106	105	49	92
85	52	32	23	56	48	18
19	64	96	55	116	1	9
92	50	52	16	118	65	28
100	28	91	48	62	108	44
62	54	74	84	59	30	112
49	17	103	46	119	51	50
14	86	31	23	71	17	110
105	53	108	68	81	70	96
12	66	53	73	100	54	102
36	17	70	25	25	94	62
116	54	87	20	59	70	84
35	87	111	48	72	108	5
31	104	19	11	38	29	11
85	20	111	118	36	1	38
50	10	104	18	112	112	102
104	75	21	87	78	45	62
48	72	11	7	117	77	22
112	62	112	15	55	60	16
26	27	54	101	2	31	44
39	88	33	16	105	103	64
80	27	19	78	27	64	65
16	37	26	21	118	81	25
57	18	66	10	104	96	27
108	74	112	81	50	42	74
96	33	96	101	27	41	31
29	83	54	60	22	43	17
4	40	90	64	97	39	28
113	4	94	74	68	19	18
55	91	10	29	17	90	17
23	108	78	13	71	118	36
26	47	37	50	55	90	43
47	24	13	11	30	77	88
119	41	88	65	33	108	18
72	101	55	64	45	51	50
117	40	34	82	8	67	75
93	115	112	54	109	115	32
93	88	25	40	116	30	103
28	36	102	111	105	111	81
40	19	80	107	44	116	117
119	104	77	14	115	97	114
118	86	58	78	36	27	101
101	27	72	118	46	72	21
32	28	42	92	70	106	15
63	45	50	27	44	102	22
20	114	92	108	79	66	19
114	54	120	5	14	42	95
66	50	88	25	55	4	100
77	44	82	116	48	22	106
108	66	35	52	111	97	118
92	13	18	20	113	64	98
60	75	118	65	118	66	12
79	115	50	33	75	46	98
8	75	23	26	3	107	20
40	5	5	4	33	8	100
15	82	111	1	41	42	97
71	24	74	43	43	45	110
11	53	92	111	70	4	8
28	102	51	102	111	86	45
119	92	115	82	103	80	18
64	76	94	22	42	78	24
70	79	111	118	50	61	55
39	32	39	60	105	30	29
102	38	42	57	18	105	93
57	56	64	15	69	41	11
95	98	38	78	91	35	75
91	74	106	99	9	88	86
94	99	63	43	73	14	35
93	55	101	15	47	64	38
34	102	23	116	62	86	15
112	79	38	92	71	18	16
49	67	69	65	70	116	64
119	8	20	69	30	91	46
37	35	110	33	112	32	85
16	53	38	32	50	79	114
50	75	31	88	4	52	19
103	99	98	105	75	113	2
119	65	26	82	107	71	117
47	89	36	22	34	74	99
26	92	14	61	60	101	21
87	117	6	29	3	18	94
9	98	68	113	106	6	75
74	6	100	86	21	34	92
74	120	86	38	53	5	5
98	106	55	116	77	1	45
75	55	5	48	110	15	119
82	117	11	61	39	74	26
37	6	69	103	110	30	112
68	18	57	27	101	69	22
27	17	1	57	117	52	70
27	88	102	62	22	27	2
83	88	14	61	51	36	53
14	14	31	52	115	75	76
108	96	105	30	92	38	8
88	20	76	108	60	2	4
38	15	21	111	76	96	79
32	5	87	63	24	96	92
20	92	23	55	88	79	11
41	90	115	94	58	92	78
102	89	12	91	73	59	16
13	105	67	107	45	30	105
119	47	79	80	32	56	41
92	55	100	63	115	74	33
55	18	37	94	108	102	19
15	47	54	71	90	90	119
107	53	15	80	40	110	83
41	92	33	105	72	18	106
42	25	14	118	90	91	118
83	20	43	98	102	104	106
33	111	111	51	1	57	86
101	56	23	28	50	88	96
109	112	14	2	52	66	78
98	23	75	82	93	68	34
15	44	51	90	87	61	46
24	55	53	9	6	101	92
103	73	107	26	44	47	15
64	70	23	11	85	99	69
45	16	72	62	96	47	101
41	78	116	104	114	45	30
48	43	90	70	85	59	2
109	18	113	12	116	101	86
82	4	66	6	12	69	97
75	112	53	84	103	67	105
48	12	5	35	102	73	59
54	108	42	34	102	34	112
86	9	5	43	89	51	74
11	95	30	72	29	60	22
73	6	24	21	58	33	72
100	65	57	11	106	19	15
92	90	83	23	64	45	38
75	30	21	107	41	80	34
93	86	70	26	38	106	4
67	31	7	23	26	111	52
106	8	103	41	65	71	113
81	16	53	61	56	37	25
52	55	101	49	61	54	40
15	75	28	55	62	81	100
1	13	120	50	21	19	107
4	63	18	8	55	55	108
19	93	65	99	108	95	95
22	25	96	78	95	7	120
29	70	42	120	47	112	107
71	66	120	119	73	37	30
45	37	75	113	69	88	102
25	93	34	9	33	107	80
88	54	105	22	43	108	22
114	26	17	53	22	15	89
50	86	84	60	37	110	36
86	105	55	85	43	95	65
65	24	20	94	96	36	70
29	18	97	69	15	118	10
66	98	102	101	118	63	92
53	37	70	110	13	30	111
44	109	97	24	57	59	118
107	112	1	30	62	73	41
79	93	10	92	16	2	57
2	21	45	24	115	62	51
54	103	14	105	41	101	114
81	55	7	33	14	13	78
74	82	110	78	79	21	1
74	38	15	17	89	82	11
117	87	39	80	82	113	21
15	59	74	96	28	37	82
103	59	54	8	105	101	20
27	36	91	24	20	53	12
95	89	90	115	41	56	119
61	52	49	40	75	118	4
4	96	87	12	16	68	74
44	76	28	45	21	76	51
73	75	22	13	30	43	58
46	18	108	118	91	13	10
2	108	83	50	27	82	69
79	100	45	73	117	43	94
64	81	78	61	17	39	57
27	6	101	50	83	14	2
38	49	109	82	45	102	25
14	8	92	68	16	94	2
64	19	22	11	86	3	100
74	11	52	18	58	64	7
114	104	100	115	10	120	112
103	96	82	52	41	84	64
64	47	100	96	2	42	94
61	33	3	87	32	41	106
74	89	117	100	45	55	117
61	73	101	82	110	58	96
110	17	44	26	37	64	50
51	89	86	30	107	13	120
88	73	51	82	88	31	30
42	81	34	69	97	61	41
84	101	97	23	30	104	92
118	28	33	64	93	54	116
116	72	3	119	53	59	85
112	91	56	53	28	51	99
16	112	105	118	54	27	99
7	19	90	78	73	42	19
16	27	89	79	18	32	38
52	108	62	86	7	21	8
47	89	27	17	42	48	65
70	10	81	36	8	15	27
45	82	113	114	112	23	45
50	28	86	44	70	71	9
96	81	77	47	38	102	15
33	65	94	78	65	1	52
82	119	106	36	67	101	18
12	48	41	6	21	46	76
8	96	88	22	90	36	90
119	115	117	35	4	86	105
22	53	111	76	58	71	91
102	27	67	83	4	94	14
102	111	120	46	53	17	53
3	98	33	21	92	17	11
101	18	13	85	42	57	33
81	106	64	99	110	76	56
23	72	9	12	58	97	88
76	117	20	70	117	115	7
25	50	57	29	120	32	79
24	60	31	11	42	27	66
111	33	40	55	76	9	72
19	98	98	109	16	62	1
98	49	96	30	36	38	107
70	113	39	88	40	4	4
110	55	13	19	59	100	70
22	111	86	33	40	46	46
72	80	22	28	26	37	69
50	31	35	41	98	21	117
67	111	118	64	105	52	93
15	16	90	5	42	117	87
51	95	98	92	26	76	76
37	9	89	74	110	73	13
44	90	45	93	16	109	2
33	49	93	84	49	27	21
40	12	46	85	66	12	69
102	1	26	33	45	54	32
12	108	58	70	69	80	78
109	115	33	107	16	54	73
26	51	87	74	75	67	92
102	77	78	17	95	88	87
74	58	51	23	71	6	85
72	18	118	4	93	105	118
54	39	97	113	13	21	116
91	112	101	81	13	39	98
27	21	78	43	21	60	87
120	9	40	66	29	91	96
22	70	25	46	57	101	10
103	42	5	1	94	114	68
87	119	39	78	47	13	17
32	72	98	47	61	6	82
93	44	75	77	5	70	47
43	36	21	10	116	77	9
119	43	65	58	33	46	3
116	114	118	3	109	111	50
38	69	12	23	114	89	32
68	83	104	60	21	52	92
65	98	7	50	59	4	95
90	60	27	34	117	44	33
111	74	96	35	120	109	109
113	29	104	88	46	55	11
68	78	89	54	103	79	56
45	79	42	17	102	32	75
111	69	64	74	72	82	108
38	37	40	46	19	76	11
66	66	103	60	61	98	17
104	87	10	63	56	38	9
38	54	69	79	64	118	55
36	100	91	95	117	29	6
29	11	120	56	99	59	102
69	87	13	71	85	75	95
37	7	47	108	23	37	120
13	48	29	77	34	66	39
79	3	43	35	76	17	68
61	40	1	2	120	55	77
119	45	97	52	31	31	116
7	31	2	115	67	44	41
32	84	88	20	84	9	42
17	63	18	101	101	17	10
40	67	104	2	92	51	114
17	84	62	59	85	107	5
102	79	120	110	29	67	51
48	104	91	51	49	59	69
44	86	50	84	113	81	48
104	15	91	20	4	15	48
46	17	60	116	90	37	52
100	7	2	116	39	1	13
26	80	17	119	60	97	96
42	106	80	110	84	59	112
59	79	105	16	24	120	88
64	81	39	37	46	106	83
81	6	90	67	88	93	84
61	112	109	16	20	1	58
119	54	113	1	55	90	92
3	33	80	88	116	55	105
99	38	118	21	92	46	3
6	19	57	3	65	92	96
38	107	98	94	116	78	109
99	6	81	11	120	118	90
59	96	108	18	114	10	13
51	4	115	93	54	1	24
95	38	73	21	21	33	4
48	84	105	16	46	25	1
21	106	60	67	47	117	84
37	82	110	80	101	26	28
59	81	50	53	77	62	26
86	103	33	69	31	44	9
55	105	15	10	4	14	112
23	107	73	109	37	65	115
12	13	47	80	8	20	78
41	40	4	26	73	75	21
35	78	106	94	109	32	81
33	79	84	118	102	91	99
89	72	50	66	7	107	111
41	79	54	80	78	104	22
92	42	68	55	88	111	48
106	93	80	56	79	5	113
107	111	14	104	110	29	4
43	89	50	106	12	92	31
84	63	116	60	47	111	56
110	43	50	105	91	38	64
57	53	95	32	56	98	3
99	114	89	107	100	97	23
115	6	20	60	18	112	36
96	112	57	118	80	60	37
104	13	85	103	100	61	74
92	103	107	38	95	86	83
93	76	31	63	112	112	8
49	93	66	66	95	21	108
9	76	110	99	81	80	4
109	32	100	14	35	27	83
100	39	98	13	57	45	22
70	69	1	53	106	101	20
35	58	86	104	105	32	63
62	113	39	95	44	9	69
115	53	14	100	26	26	30
79	114	35	15	112	102	59
28	75	85	65	90	76	111
32	51	49	23	103	40	118
53	45	12	50	28	98	41
69	37	65	54	27	100	41
4	58	64	49	66	6	107
82	54	80	4	120	107	116
25	24	116	104	103	105	53
33	50	50	46	70	91	82
74	48	62	97	111	74	77
56	81	42	6	17	4	34
